user_id,model,rank,item_id
A1OJ3G5TH883QS,l2r,3,B00506DAW4
A1OJ3G5TH883QS,l2r,4,B0052XTW5Y
A1OJ3G5TH883QS,l2r,5,B004T3G12K
A1OJ3G5TH883QS,l2r,6,B0057QN6N0
A1OJ3G5TH883QS,l2r,7,B005CX8JF8
A1OJ3G5TH883QS,l2r,8,B0048EJUEQ
A1OJ3G5TH883QS,l2r,9,B00513NIU0
A1OJ3G5TH883QS,l2r,10,B0030MQJP0
A1P82W3XRYUF7F,pop,1,B005C5YZ86
A1P82W3XRYUF7F,pop,2,B004E10W0E
A1P82W3XRYUF7F,pop,3,B00408AQ98
A1P82W3XRYUF7F,pop,4,B004N62M26
A1P82W3XRYUF7F,pop,5,B0038KX8S0
A1P82W3XRYUF7F,pop,6,B004A8ZT9A
A1P82W3XRYUF7F,pop,7,B005CCM48M
A1P82W3XRYUF7F,pop,8,B0054H1I7S
A1P82W3XRYUF7F,pop,9,B004AYDJM8
A1P82W3XRYUF7F,pop,10,B003XVYJ2S
A1P82W3XRYUF7F,l2r,1,B004W4M80U
A1P82W3XRYUF7F,l2r,2,B004KNWXBM
A1P82W3XRYUF7F,l2r,3,B00506DAW4
A1P82W3XRYUF7F,l2r,4,B0052XTW5Y
A1P82W3XRYUF7F,l2r,5,B004T3G12K
A1P82W3XRYUF7F,l2r,6,B0057QN6N0
A1P82W3XRYUF7F,l2r,7,B005CX8JF8
A1P82W3XRYUF7F,l2r,8,B0048EJUEQ
A1P82W3XRYUF7F,l2r,9,B00513NIU0
A1P82W3XRYUF7F,l2r,10,B0030MQJP0
A1PFNVHLSDNDXW,pop,1,B005C5YZ86
A1PFNVHLSDNDXW,pop,2,B004E10W0E
A1PFNVHLSDNDXW,pop,3,B00408AQ98
A1PFNVHLSDNDXW,pop,4,B004N62M26
A1PFNVHLSDNDXW,pop,5,B0038KX8S0
A1PFNVHLSDNDXW,pop,6,B004A8ZT9A
A1PFNVHLSDNDXW,pop,7,B005CCM48M
A1PFNVHLSDNDXW,pop,8,B0054H1I7S
A1PFNVHLSDNDXW,pop,9,B004AYDJM8
A1PFNVHLSDNDXW,pop,10,B003XVYJ2S
A1PFNVHLSDNDXW,l2r,1,B004W4M80U
A1PFNVHLSDNDXW,l2r,2,B004KNWXBM
A1PFNVHLSDNDXW,l2r,3,B00506DAW4
A1PFNVHLSDNDXW,l2r,4,B0052XTW5Y
A1PFNVHLSDNDXW,l2r,5,B004T3G12K
A1PFNVHLSDNDXW,l2r,6,B0057QN6N0
A1PFNVHLSDNDXW,l2r,7,B005CX8JF8
A1PFNVHLSDNDXW,l2r,8,B0048EJUEQ
A1PFNVHLSDNDXW,l2r,9,B00513NIU0
A1PFNVHLSDNDXW,l2r,10,B0030MQJP0
A1PICUEYDREND3,pop,1,B005C5YZ86
A1PICUEYDREND3,pop,2,B004E10W0E
A1PICUEYDREND3,pop,3,B00408AQ98
A1PICUEYDREND3,pop,4,B004N62M26
A1PICUEYDREND3,pop,5,B0038KX8S0
A1PICUEYDREND3,pop,6,B004A8ZT9A
A1PICUEYDREND3,pop,7,B005CCM48M
A1PICUEYDREND3,pop,8,B0054H1I7S
A1PICUEYDREND3,pop,9,B004AYDJM8
A1PICUEYDREND3,pop,10,B003XVYJ2S
A1PICUEYDREND3,l2r,1,B004W4M80U
A1PICUEYDREND3,l2r,2,B004KNWXBM
A1PICUEYDREND3,l2r,3,B00506DAW4
A1PICUEYDREND3,l2r,4,B0052XTW5Y
A1PICUEYDREND3,l2r,5,B004T3G12K
A1PICUEYDREND3,l2r,6,B0057QN6N0
A1PICUEYDREND3,l2r,7,B005CX8JF8
A1PICUEYDREND3,l2r,8,B0048EJUEQ
A1PICUEYDREND3,l2r,9,B00513NIU0
A1PICUEYDREND3,l2r,10,B0030MQJP0
A1PK6OB6Y0GBA6,pop,1,B005C5YZ86
A1PK6OB6Y0GBA6,pop,2,B004E10W0E
A1PK6OB6Y0GBA6,pop,3,B00408AQ98
A1PK6OB6Y0GBA6,pop,4,B004N62M26
A1PK6OB6Y0GBA6,pop,5,B0038KX8S0
A1PK6OB6Y0GBA6,pop,6,B004A8ZT9A
A1PK6OB6Y0GBA6,pop,7,B005CCM48M
A1PK6OB6Y0GBA6,pop,8,B0054H1I7S
A1PK6OB6Y0GBA6,pop,9,B004AYDJM8
A1PK6OB6Y0GBA6,pop,10,B003XVYJ2S
A1PK6OB6Y0GBA6,l2r,1,B004W4M80U
A1PK6OB6Y0GBA6,l2r,2,B004KNWXBM
A1PK6OB6Y0GBA6,l2r,3,B00506DAW4
A1PK6OB6Y0GBA6,l2r,4,B0052XTW5Y
A1PK6OB6Y0GBA6,l2r,5,B004T3G12K
A1PK6OB6Y0GBA6,l2r,6,B0057QN6N0
A1PK6OB6Y0GBA6,l2r,7,B005CX8JF8
A1PK6OB6Y0GBA6,l2r,8,B0048EJUEQ
A1PK6OB6Y0GBA6,l2r,9,B00513NIU0
A1PK6OB6Y0GBA6,l2r,10,B0030MQJP0
A1PPJO4RQM9VNX,pop,1,B005C5YZ86
A1PPJO4RQM9VNX,pop,2,B004E10W0E
A1PPJO4RQM9VNX,pop,3,B00408AQ98
A1PPJO4RQM9VNX,pop,4,B004N62M26
A1PPJO4RQM9VNX,pop,5,B0038KX8S0
A1PPJO4RQM9VNX,pop,6,B004A8ZT9A
A1PPJO4RQM9VNX,pop,7,B005CCM48M
A1PPJO4RQM9VNX,pop,8,B0054H1I7S
A1PPJO4RQM9VNX,pop,9,B004AYDJM8
A1PPJO4RQM9VNX,pop,10,B003XVYJ2S
A1PPJO4RQM9VNX,l2r,1,B004W4M80U
A1PPJO4RQM9VNX,l2r,2,B004KNWXBM
A1PPJO4RQM9VNX,l2r,3,B00506DAW4
A1PPJO4RQM9VNX,l2r,4,B0052XTW5Y
A1PPJO4RQM9VNX,l2r,5,B004T3G12K
A1PPJO4RQM9VNX,l2r,6,B0057QN6N0
A1PPJO4RQM9VNX,l2r,7,B005CX8JF8
A1PPJO4RQM9VNX,l2r,8,B0048EJUEQ
A1PPJO4RQM9VNX,l2r,9,B00513NIU0
A1PPJO4RQM9VNX,l2r,10,B0030MQJP0
A1PXA7VX1OUJJY,pop,1,B005C5YZ86
A1PXA7VX1OUJJY,pop,2,B004E10W0E
A1PXA7VX1OUJJY,pop,3,B00408AQ98
A1PXA7VX1OUJJY,pop,4,B004N62M26
A1PXA7VX1OUJJY,pop,5,B0038KX8S0
A1PXA7VX1OUJJY,pop,6,B004A8ZT9A
A1PXA7VX1OUJJY,pop,7,B005CCM48M
A1PXA7VX1OUJJY,pop,8,B0054H1I7S
A1PXA7VX1OUJJY,pop,9,B004AYDJM8
A1PXA7VX1OUJJY,pop,10,B003XVYJ2S
A1PXA7VX1OUJJY,l2r,1,B004W4M80U
A1PXA7VX1OUJJY,l2r,2,B004KNWXBM
A1PXA7VX1OUJJY,l2r,3,B00506DAW4
A1PXA7VX1OUJJY,l2r,4,B0052XTW5Y
A1PXA7VX1OUJJY,l2r,5,B004T3G12K
A1PXA7VX1OUJJY,l2r,6,B0057QN6N0
A1PXA7VX1OUJJY,l2r,7,B005CX8JF8
A1PXA7VX1OUJJY,l2r,8,B0048EJUEQ
A1PXA7VX1OUJJY,l2r,9,B00513NIU0
A1PXA7VX1OUJJY,l2r,10,B0030MQJP0
A1QBQZCWUNCQDC,pop,1,B005C5YZ86
A1QBQZCWUNCQDC,pop,2,B004E10W0E
A1QBQZCWUNCQDC,pop,3,B00408AQ98
A1QBQZCWUNCQDC,pop,4,B004N62M26
A1QBQZCWUNCQDC,pop,5,B0038KX8S0
A1QBQZCWUNCQDC,pop,6,B004A8ZT9A
A1QBQZCWUNCQDC,pop,7,B005CCM48M
A1QBQZCWUNCQDC,pop,8,B0054H1I7S
A1QBQZCWUNCQDC,pop,9,B004AYDJM8
A1QBQZCWUNCQDC,pop,10,B003XVYJ2S
A1QBQZCWUNCQDC,l2r,1,B004W4M80U
A1QBQZCWUNCQDC,l2r,2,B004KNWXBM
A1QBQZCWUNCQDC,l2r,3,B00506DAW4
A1QBQZCWUNCQDC,l2r,4,B0052XTW5Y
A1QBQZCWUNCQDC,l2r,5,B004T3G12K
A1QBQZCWUNCQDC,l2r,6,B0057QN6N0
A1QBQZCWUNCQDC,l2r,7,B005CX8JF8
A1QBQZCWUNCQDC,l2r,8,B0048EJUEQ
A1QBQZCWUNCQDC,l2r,9,B00513NIU0
A1QBQZCWUNCQDC,l2r,10,B0030MQJP0
A1QD53IQFR6X1T,pop,1,B005C5YZ86
A1QD53IQFR6X1T,pop,2,B004E10W0E
A1QD53IQFR6X1T,pop,3,B00408AQ98
A1QD53IQFR6X1T,pop,4,B004N62M26
A1QD53IQFR6X1T,pop,5,B0038KX8S0
A1QD53IQFR6X1T,pop,6,B004A8ZT9A
A1QD53IQFR6X1T,pop,7,B005CCM48M
A1QD53IQFR6X1T,pop,8,B0054H1I7S
A1QD53IQFR6X1T,pop,9,B004AYDJM8
A1QD53IQFR6X1T,pop,10,B003XVYJ2S
A1QD53IQFR6X1T,l2r,1,B004W4M80U
A1QD53IQFR6X1T,l2r,2,B004KNWXBM
A1QD53IQFR6X1T,l2r,3,B00506DAW4
A1QD53IQFR6X1T,l2r,4,B0052XTW5Y
A1QD53IQFR6X1T,l2r,5,B004T3G12K
A1QD53IQFR6X1T,l2r,6,B0057QN6N0
A1QD53IQFR6X1T,l2r,7,B005CX8JF8
A1QD53IQFR6X1T,l2r,8,B0048EJUEQ
A1QD53IQFR6X1T,l2r,9,B00513NIU0
A1QD53IQFR6X1T,l2r,10,B0030MQJP0
A1R6HGZOADY3AD,pop,1,B005C5YZ86
A1R6HGZOADY3AD,pop,2,B004E10W0E
A1R6HGZOADY3AD,pop,3,B00408AQ98
A1R6HGZOADY3AD,pop,4,B004N62M26
A1R6HGZOADY3AD,pop,5,B0038KX8S0
A1R6HGZOADY3AD,pop,6,B004A8ZT9A
A1R6HGZOADY3AD,pop,7,B005CCM48M
A1R6HGZOADY3AD,pop,8,B0054H1I7S
A1R6HGZOADY3AD,pop,9,B004AYDJM8
A1R6HGZOADY3AD,pop,10,B003XVYJ2S
A1R6HGZOADY3AD,l2r,1,B004W4M80U
A1R6HGZOADY3AD,l2r,2,B004KNWXBM
A1R6HGZOADY3AD,l2r,3,B00506DAW4
A1R6HGZOADY3AD,l2r,4,B0052XTW5Y
A1R6HGZOADY3AD,l2r,5,B004T3G12K
A1R6HGZOADY3AD,l2r,6,B0057QN6N0
A1R6HGZOADY3AD,l2r,7,B005CX8JF8
A1R6HGZOADY3AD,l2r,8,B0048EJUEQ
A1R6HGZOADY3AD,l2r,9,B00513NIU0
A1R6HGZOADY3AD,l2r,10,B0030MQJP0
A1RVTF261ZMY4M,pop,1,B005C5YZ86
A1RVTF261ZMY4M,pop,2,B004E10W0E
A1RVTF261ZMY4M,pop,3,B00408AQ98
A1RVTF261ZMY4M,pop,4,B004N62M26
A1RVTF261ZMY4M,pop,5,B0038KX8S0
A1RVTF261ZMY4M,pop,6,B004A8ZT9A
A1RVTF261ZMY4M,pop,7,B005CCM48M
A1RVTF261ZMY4M,pop,8,B0054H1I7S
A1RVTF261ZMY4M,pop,9,B004AYDJM8
A1RVTF261ZMY4M,pop,10,B003XVYJ2S
A1RVTF261ZMY4M,l2r,1,B004W4M80U
A1RVTF261ZMY4M,l2r,2,B004KNWXBM
A1RVTF261ZMY4M,l2r,3,B00506DAW4
A1RVTF261ZMY4M,l2r,4,B0052XTW5Y
A1RVTF261ZMY4M,l2r,5,B004T3G12K
A1RVTF261ZMY4M,l2r,6,B0057QN6N0
A1RVTF261ZMY4M,l2r,7,B005CX8JF8
A1RVTF261ZMY4M,l2r,8,B0048EJUEQ
A1RVTF261ZMY4M,l2r,9,B00513NIU0
A1RVTF261ZMY4M,l2r,10,B0030MQJP0
A1S0LMSI79RRYR,pop,1,B005C5YZ86
A1S0LMSI79RRYR,pop,2,B004E10W0E
A1S0LMSI79RRYR,pop,3,B00408AQ98
A1S0LMSI79RRYR,pop,4,B004N62M26
A1S0LMSI79RRYR,pop,5,B0038KX8S0
A1S0LMSI79RRYR,pop,6,B004A8ZT9A
A1S0LMSI79RRYR,pop,7,B005CCM48M
A1S0LMSI79RRYR,pop,8,B0054H1I7S
A1S0LMSI79RRYR,pop,9,B004AYDJM8
A1S0LMSI79RRYR,pop,10,B003XVYJ2S
A1S0LMSI79RRYR,l2r,1,B004W4M80U
A1S0LMSI79RRYR,l2r,2,B004KNWXBM
A1S0LMSI79RRYR,l2r,3,B00506DAW4
A1S0LMSI79RRYR,l2r,4,B0052XTW5Y
A1S0LMSI79RRYR,l2r,5,B004T3G12K
A1S0LMSI79RRYR,l2r,6,B0057QN6N0
A1S0LMSI79RRYR,l2r,7,B005CX8JF8
A1S0LMSI79RRYR,l2r,8,B0048EJUEQ
A1S0LMSI79RRYR,l2r,9,B00513NIU0
A1S0LMSI79RRYR,l2r,10,B0030MQJP0
A1S91WAA6JOQSU,pop,1,B005C5YZ86
A1S91WAA6JOQSU,pop,2,B004E10W0E
A1S91WAA6JOQSU,pop,3,B00408AQ98
A1S91WAA6JOQSU,pop,4,B004N62M26
A1S91WAA6JOQSU,pop,5,B0038KX8S0
A1S91WAA6JOQSU,pop,6,B004A8ZT9A
A1S91WAA6JOQSU,pop,7,B005CCM48M
A1S91WAA6JOQSU,pop,8,B0054H1I7S
A1S91WAA6JOQSU,pop,9,B004AYDJM8
A1S91WAA6JOQSU,pop,10,B003XVYJ2S
A1S91WAA6JOQSU,l2r,1,B004W4M80U
A1S91WAA6JOQSU,l2r,2,B004KNWXBM
A1S91WAA6JOQSU,l2r,3,B00506DAW4
A1S91WAA6JOQSU,l2r,4,B0052XTW5Y
A1S91WAA6JOQSU,l2r,5,B004T3G12K
A1S91WAA6JOQSU,l2r,6,B0057QN6N0
A1S91WAA6JOQSU,l2r,7,B005CX8JF8
A1S91WAA6JOQSU,l2r,8,B0048EJUEQ
A1S91WAA6JOQSU,l2r,9,B00513NIU0
A1S91WAA6JOQSU,l2r,10,B0030MQJP0
A1S9DMNXA07JYG,pop,1,B005C5YZ86
A1S9DMNXA07JYG,pop,2,B004E10W0E
A1S9DMNXA07JYG,pop,3,B00408AQ98
A1S9DMNXA07JYG,pop,4,B004N62M26
A1S9DMNXA07JYG,pop,5,B0038KX8S0
A1S9DMNXA07JYG,pop,6,B004A8ZT9A
A1S9DMNXA07JYG,pop,7,B005CCM48M
A1S9DMNXA07JYG,pop,8,B0054H1I7S
A1S9DMNXA07JYG,pop,9,B004AYDJM8
A1S9DMNXA07JYG,pop,10,B003XVYJ2S
A1S9DMNXA07JYG,l2r,1,B004W4M80U
A1S9DMNXA07JYG,l2r,2,B004KNWXBM
A1S9DMNXA07JYG,l2r,3,B00506DAW4
A1S9DMNXA07JYG,l2r,4,B0052XTW5Y
A1S9DMNXA07JYG,l2r,5,B004T3G12K
A1S9DMNXA07JYG,l2r,6,B0057QN6N0
A1S9DMNXA07JYG,l2r,7,B005CX8JF8
A1S9DMNXA07JYG,l2r,8,B0048EJUEQ
A1S9DMNXA07JYG,l2r,9,B00513NIU0
A1S9DMNXA07JYG,l2r,10,B0030MQJP0
A1TFMR7RE985MF,pop,1,B005C5YZ86
A1TFMR7RE985MF,pop,2,B004E10W0E
A1TFMR7RE985MF,pop,3,B00408AQ98
A1TFMR7RE985MF,pop,4,B004N62M26
A1TFMR7RE985MF,pop,5,B0038KX8S0
A1TFMR7RE985MF,pop,6,B004A8ZT9A
A1TFMR7RE985MF,pop,7,B005CCM48M
A1TFMR7RE985MF,pop,8,B0054H1I7S
A1TFMR7RE985MF,pop,9,B004AYDJM8
A1TFMR7RE985MF,pop,10,B003XVYJ2S
A1TFMR7RE985MF,l2r,1,B004W4M80U
A1TFMR7RE985MF,l2r,2,B004KNWXBM
A1TFMR7RE985MF,l2r,3,B00506DAW4
A1TFMR7RE985MF,l2r,4,B0052XTW5Y
A1TFMR7RE985MF,l2r,5,B004T3G12K
A1TFMR7RE985MF,l2r,6,B0057QN6N0
A1TFMR7RE985MF,l2r,7,B005CX8JF8
A1TFMR7RE985MF,l2r,8,B0048EJUEQ
A1TFMR7RE985MF,l2r,9,B00513NIU0
A1TFMR7RE985MF,l2r,10,B0030MQJP0
A1TKZM4ZQXC4HY,pop,1,B005C5YZ86
A1TKZM4ZQXC4HY,pop,2,B004E10W0E
A1TKZM4ZQXC4HY,pop,3,B00408AQ98
A1TKZM4ZQXC4HY,pop,4,B004N62M26
A1TKZM4ZQXC4HY,pop,5,B0038KX8S0
A1TKZM4ZQXC4HY,pop,6,B004A8ZT9A
A1TKZM4ZQXC4HY,pop,7,B005CCM48M
A1TKZM4ZQXC4HY,pop,8,B0054H1I7S
A1TKZM4ZQXC4HY,pop,9,B004AYDJM8
A1TKZM4ZQXC4HY,pop,10,B003XVYJ2S
A1TKZM4ZQXC4HY,l2r,1,B004W4M80U
A1TKZM4ZQXC4HY,l2r,2,B004KNWXBM
A1TKZM4ZQXC4HY,l2r,3,B00506DAW4
A1TKZM4ZQXC4HY,l2r,4,B0052XTW5Y
A1TKZM4ZQXC4HY,l2r,5,B004T3G12K
A1TKZM4ZQXC4HY,l2r,6,B0057QN6N0
A1TKZM4ZQXC4HY,l2r,7,B005CX8JF8
A1TKZM4ZQXC4HY,l2r,8,B0048EJUEQ
A1TKZM4ZQXC4HY,l2r,9,B00513NIU0
A1TKZM4ZQXC4HY,l2r,10,B0030MQJP0
A1TMY1KQMPEHQ8,pop,1,B005C5YZ86
A1TMY1KQMPEHQ8,pop,2,B004E10W0E
A1TMY1KQMPEHQ8,pop,3,B00408AQ98
A1TMY1KQMPEHQ8,pop,4,B004N62M26
A1TMY1KQMPEHQ8,pop,5,B0038KX8S0
A1TMY1KQMPEHQ8,pop,6,B004A8ZT9A
A1TMY1KQMPEHQ8,pop,7,B005CCM48M
A1TMY1KQMPEHQ8,pop,8,B0054H1I7S
A1TMY1KQMPEHQ8,pop,9,B004AYDJM8
A1TMY1KQMPEHQ8,pop,10,B003XVYJ2S
A1TMY1KQMPEHQ8,l2r,1,B004W4M80U
A1TMY1KQMPEHQ8,l2r,2,B004KNWXBM
A1TMY1KQMPEHQ8,l2r,3,B00506DAW4
A1TMY1KQMPEHQ8,l2r,4,B0052XTW5Y
A1TMY1KQMPEHQ8,l2r,5,B004T3G12K
A1TMY1KQMPEHQ8,l2r,6,B0057QN6N0
A1TMY1KQMPEHQ8,l2r,7,B005CX8JF8
A1TMY1KQMPEHQ8,l2r,8,B0048EJUEQ
A1TMY1KQMPEHQ8,l2r,9,B00513NIU0
A1TMY1KQMPEHQ8,l2r,10,B0030MQJP0
A1TT2Z3LIRL4JG,pop,1,B005C5YZ86
A1TT2Z3LIRL4JG,pop,2,B004E10W0E
A1TT2Z3LIRL4JG,pop,3,B00408AQ98
A1TT2Z3LIRL4JG,pop,4,B004N62M26
A1TT2Z3LIRL4JG,pop,5,B0038KX8S0
A1TT2Z3LIRL4JG,pop,6,B004A8ZT9A
A1TT2Z3LIRL4JG,pop,7,B005CCM48M
A1TT2Z3LIRL4JG,pop,8,B0054H1I7S
A1TT2Z3LIRL4JG,pop,9,B004AYDJM8
A1TT2Z3LIRL4JG,pop,10,B003XVYJ2S
A1TT2Z3LIRL4JG,l2r,1,B004W4M80U
A1TT2Z3LIRL4JG,l2r,2,B004KNWXBM
A1TT2Z3LIRL4JG,l2r,3,B00506DAW4
A1TT2Z3LIRL4JG,l2r,4,B0052XTW5Y
A1TT2Z3LIRL4JG,l2r,5,B004T3G12K
A1TT2Z3LIRL4JG,l2r,6,B0057QN6N0
A1TT2Z3LIRL4JG,l2r,7,B005CX8JF8
A1TT2Z3LIRL4JG,l2r,8,B0048EJUEQ
A1TT2Z3LIRL4JG,l2r,9,B00513NIU0
A1TT2Z3LIRL4JG,l2r,10,B0030MQJP0
A1TXMF97DEWG6O,pop,1,B005C5YZ86
A1TXMF97DEWG6O,pop,2,B004E10W0E
A1TXMF97DEWG6O,pop,3,B00408AQ98
A1TXMF97DEWG6O,pop,4,B004N62M26
A1TXMF97DEWG6O,pop,5,B0038KX8S0
A1TXMF97DEWG6O,pop,6,B004A8ZT9A
A1TXMF97DEWG6O,pop,7,B005CCM48M
A1TXMF97DEWG6O,pop,8,B0054H1I7S
A1TXMF97DEWG6O,pop,9,B004AYDJM8
A1TXMF97DEWG6O,pop,10,B003XVYJ2S
A1TXMF97DEWG6O,l2r,1,B004W4M80U
A1TXMF97DEWG6O,l2r,2,B004KNWXBM
A1TXMF97DEWG6O,l2r,3,B00506DAW4
A1TXMF97DEWG6O,l2r,4,B0052XTW5Y
A1TXMF97DEWG6O,l2r,5,B004T3G12K
A1TXMF97DEWG6O,l2r,6,B0057QN6N0
A1TXMF97DEWG6O,l2r,7,B005CX8JF8
A1TXMF97DEWG6O,l2r,8,B0048EJUEQ
A1TXMF97DEWG6O,l2r,9,B00513NIU0
A1TXMF97DEWG6O,l2r,10,B0030MQJP0
A1TZWECB1JZLKY,pop,1,B005C5YZ86
A1TZWECB1JZLKY,pop,2,B004E10W0E
A1TZWECB1JZLKY,pop,3,B00408AQ98
A1TZWECB1JZLKY,pop,4,B004N62M26
A1TZWECB1JZLKY,pop,5,B0038KX8S0
A1TZWECB1JZLKY,pop,6,B004A8ZT9A
A1TZWECB1JZLKY,pop,7,B005CCM48M
A1TZWECB1JZLKY,pop,8,B0054H1I7S
A1TZWECB1JZLKY,pop,9,B004AYDJM8
A1TZWECB1JZLKY,pop,10,B003XVYJ2S
A1TZWECB1JZLKY,l2r,1,B004W4M80U
A1TZWECB1JZLKY,l2r,2,B004KNWXBM
A1TZWECB1JZLKY,l2r,3,B00506DAW4
A1TZWECB1JZLKY,l2r,4,B0052XTW5Y
A1TZWECB1JZLKY,l2r,5,B004T3G12K
A1TZWECB1JZLKY,l2r,6,B0057QN6N0
A1TZWECB1JZLKY,l2r,7,B005CX8JF8
A1TZWECB1JZLKY,l2r,8,B0048EJUEQ
A1TZWECB1JZLKY,l2r,9,B00513NIU0
A1TZWECB1JZLKY,l2r,10,B0030MQJP0
A1U364XM3XUCEO,pop,1,B005C5YZ86
A1U364XM3XUCEO,pop,2,B004E10W0E
A1U364XM3XUCEO,pop,3,B00408AQ98
A1U364XM3XUCEO,pop,4,B004N62M26
A1U364XM3XUCEO,pop,5,B0038KX8S0
A1U364XM3XUCEO,pop,6,B004A8ZT9A
A1U364XM3XUCEO,pop,7,B005CCM48M
A1U364XM3XUCEO,pop,8,B0054H1I7S
A1U364XM3XUCEO,pop,9,B004AYDJM8
A1U364XM3XUCEO,pop,10,B003XVYJ2S
A1U364XM3XUCEO,l2r,1,B004W4M80U
A1U364XM3XUCEO,l2r,2,B004KNWXBM
A1U364XM3XUCEO,l2r,3,B00506DAW4
A1U364XM3XUCEO,l2r,4,B0052XTW5Y
A1U364XM3XUCEO,l2r,5,B004T3G12K
A1U364XM3XUCEO,l2r,6,B0057QN6N0
A1U364XM3XUCEO,l2r,7,B005CX8JF8
A1U364XM3XUCEO,l2r,8,B0048EJUEQ
A1U364XM3XUCEO,l2r,9,B00513NIU0
A1U364XM3XUCEO,l2r,10,B0030MQJP0
A1UAZ8O7D93C03,pop,1,B005C5YZ86
A1UAZ8O7D93C03,pop,2,B004E10W0E
A1UAZ8O7D93C03,pop,3,B00408AQ98
A1UAZ8O7D93C03,pop,4,B004N62M26
A1UAZ8O7D93C03,pop,5,B0038KX8S0
A1UAZ8O7D93C03,pop,6,B004A8ZT9A
A1UAZ8O7D93C03,pop,7,B005CCM48M
A1UAZ8O7D93C03,pop,8,B0054H1I7S
A1UAZ8O7D93C03,pop,9,B004AYDJM8
A1UAZ8O7D93C03,pop,10,B003XVYJ2S
A1UAZ8O7D93C03,l2r,1,B004W4M80U
A1UAZ8O7D93C03,l2r,2,B004KNWXBM
A1UAZ8O7D93C03,l2r,3,B00506DAW4
A1UAZ8O7D93C03,l2r,4,B0052XTW5Y
A1UAZ8O7D93C03,l2r,5,B004T3G12K
A1UAZ8O7D93C03,l2r,6,B0057QN6N0
A1UAZ8O7D93C03,l2r,7,B005CX8JF8
A1UAZ8O7D93C03,l2r,8,B0048EJUEQ
A1UAZ8O7D93C03,l2r,9,B00513NIU0
A1UAZ8O7D93C03,l2r,10,B0030MQJP0
A1VB2MAKBKVZHU,pop,1,B005C5YZ86
A1VB2MAKBKVZHU,pop,2,B004E10W0E
A1VB2MAKBKVZHU,pop,3,B00408AQ98
A1VB2MAKBKVZHU,pop,4,B004N62M26
A1VB2MAKBKVZHU,pop,5,B0038KX8S0
A1VB2MAKBKVZHU,pop,6,B004A8ZT9A
A1VB2MAKBKVZHU,pop,7,B005CCM48M
A1VB2MAKBKVZHU,pop,8,B0054H1I7S
A1VB2MAKBKVZHU,pop,9,B004AYDJM8
A1VB2MAKBKVZHU,pop,10,B003XVYJ2S
A1VB2MAKBKVZHU,l2r,1,B004W4M80U
A1VB2MAKBKVZHU,l2r,2,B004KNWXBM
A1VB2MAKBKVZHU,l2r,3,B00506DAW4
A1VB2MAKBKVZHU,l2r,4,B0052XTW5Y
A1VB2MAKBKVZHU,l2r,5,B004T3G12K
A1VB2MAKBKVZHU,l2r,6,B0057QN6N0
A1VB2MAKBKVZHU,l2r,7,B005CX8JF8
A1VB2MAKBKVZHU,l2r,8,B0048EJUEQ
A1VB2MAKBKVZHU,l2r,9,B00513NIU0
A1VB2MAKBKVZHU,l2r,10,B0030MQJP0
A1VE7KBGL5Y5YN,pop,1,B005C5YZ86
A1VE7KBGL5Y5YN,pop,2,B004E10W0E
A1VE7KBGL5Y5YN,pop,3,B00408AQ98
A1VE7KBGL5Y5YN,pop,4,B004N62M26
A1VE7KBGL5Y5YN,pop,5,B0038KX8S0
A1VE7KBGL5Y5YN,pop,6,B004A8ZT9A
A1VE7KBGL5Y5YN,pop,7,B005CCM48M
A1VE7KBGL5Y5YN,pop,8,B0054H1I7S
A1VE7KBGL5Y5YN,pop,9,B004AYDJM8
A1VE7KBGL5Y5YN,pop,10,B003XVYJ2S
A1VE7KBGL5Y5YN,l2r,1,B004W4M80U
A1VE7KBGL5Y5YN,l2r,2,B004KNWXBM
A1VE7KBGL5Y5YN,l2r,3,B00506DAW4
A1VE7KBGL5Y5YN,l2r,4,B0052XTW5Y
A1VE7KBGL5Y5YN,l2r,5,B004T3G12K
A1VE7KBGL5Y5YN,l2r,6,B0057QN6N0
A1VE7KBGL5Y5YN,l2r,7,B005CX8JF8
A1VE7KBGL5Y5YN,l2r,8,B0048EJUEQ
A1VE7KBGL5Y5YN,l2r,9,B00513NIU0
A1VE7KBGL5Y5YN,l2r,10,B0030MQJP0
A1VOIJG44KZ4ST,pop,1,B005C5YZ86
A1VOIJG44KZ4ST,pop,2,B004E10W0E
A1VOIJG44KZ4ST,pop,3,B00408AQ98
A1VOIJG44KZ4ST,pop,4,B004N62M26
A1VOIJG44KZ4ST,pop,5,B0038KX8S0
A1VOIJG44KZ4ST,pop,6,B004A8ZT9A
A1VOIJG44KZ4ST,pop,7,B005CCM48M
A1VOIJG44KZ4ST,pop,8,B0054H1I7S
A1VOIJG44KZ4ST,pop,9,B004AYDJM8
A1VOIJG44KZ4ST,pop,10,B003XVYJ2S
A1VOIJG44KZ4ST,l2r,1,B004W4M80U
A1VOIJG44KZ4ST,l2r,2,B004KNWXBM
A1VOIJG44KZ4ST,l2r,3,B00506DAW4
A1VOIJG44KZ4ST,l2r,4,B0052XTW5Y
A1VOIJG44KZ4ST,l2r,5,B004T3G12K
A1VOIJG44KZ4ST,l2r,6,B0057QN6N0
A1VOIJG44KZ4ST,l2r,7,B005CX8JF8
A1VOIJG44KZ4ST,l2r,8,B0048EJUEQ
